ID,Name,Description,Tags,lemmatized_description,cleaned_lemmatized_description,word_array,pos_tagged_words,Nouns,Verbs,Adjectives,processed_description,top_tags,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7
11.0,Lily,"Lily is a dedicated student focusing on Chemistry and Environmental Science. Her interests lie in Sustainable Chemistry and Climate Change Mitigation, where she seeks to apply her knowledge to address environmental challenges and promote sustainability.",Chemistry,"Lily is a dedicated student focusing on Chemistry and Environmental Science . Her interest lie in Sustainable Chemistry and Climate Change Mitigation , where she seek to apply her knowledge to address environmental challenge and promote sustainability .","Lily dedicated student focusing Chemistry Environmental Science . interest lie Sustainable Chemistry Climate Change Mitigation , seek apply knowledge address environmental challenge promote sustainability .","['Lily', 'dedicated', 'student', 'focusing', 'Chemistry', 'Environmental', 'Science', '.', 'interest', 'lie', 'Sustainable', 'Chemistry', 'Climate', 'Change', 'Mitigation', ',', 'seek', 'apply', 'knowledge', 'address', 'environmental', 'challenge', 'promote', 'sustainability', '.']","[('Lily', 'RB'), ('dedicated', 'VBN'), ('student', 'NN'), ('focusing', 'VBG'), ('Chemistry', 'NNP'), ('Environmental', 'NNP'), ('Science', 'NNP'), ('.', '.'), ('interest', 'NN'), ('lie', 'NN'), ('Sustainable', 'NNP'), ('Chemistry', 'NNP'), ('Climate', 'NNP'), ('Change', 'NNP'), ('Mitigation', 'NNP'), (',', ','), ('seek', 'JJ'), ('apply', 'NN'), ('knowledge', 'NN'), ('address', 'NN'), ('environmental', 'JJ'), ('challenge', 'NN'), ('promote', 'NN'), ('sustainability', 'NN'), ('.', '.')]",student interest lie apply knowledge address challenge promote sustainability  Chemistry Environmental Science Sustainable Chemistry Climate Change Mitigation ,  focusing dedicated  ,seek environmental,"lily student chemistry science . interests lie chemistry climate change mitigation , seeks knowledge address challenges promote sustainability .","['chemistry', 'lily', 'mitigation', 'knowledge', 'address', 'challenges', 'sustainability']",chemistry,lily,mitigation,knowledge,address,challenges,sustainability
12.0,Max,"Max is an aspiring Computer Engineering student with a keen interest in Cybersecurity. His passion for Network Security and Ethical Hacking drives his exploration of secure systems and ethical hacking practices, aiming to contribute to a safer digital world.",Cybersecurity,"Max is an aspiring Computer Engineering student with a keen interest in Cybersecurity . His passion for Network Security and Ethical Hacking drive his exploration of secure system and ethical hacking practice , aiming to contribute to a safer digital world .","Max aspiring Computer Engineering student keen interest Cybersecurity . passion Network Security Ethical Hacking drive exploration secure system ethical hacking practice , aiming contribute safer digital world .","['Max', 'aspiring', 'Computer', 'Engineering', 'student', 'keen', 'interest', 'Cybersecurity', '.', 'passion', 'Network', 'Security', 'Ethical', 'Hacking', 'drive', 'exploration', 'secure', 'system', 'ethical', 'hacking', 'practice', ',', 'aiming', 'contribute', 'safer', 'digital', 'world', '.']","[('Max', 'NNP'), ('aspiring', 'VBG'), ('Computer', 'NNP'), ('Engineering', 'NNP'), ('student', 'NN'), ('keen', 'JJ'), ('interest', 'NN'), ('Cybersecurity', 'NNP'), ('.', '.'), ('passion', 'NN'), ('Network', 'NNP'), ('Security', 'NNP'), ('Ethical', 'NNP'), ('Hacking', 'NNP'), ('drive', 'JJ'), ('exploration', 'NN'), ('secure', 'NN'), ('system', 'NN'), ('ethical', 'JJ'), ('hacking', 'NN'), ('practice', 'NN'), (',', ','), ('aiming', 'VBG'), ('contribute', 'NN'), ('safer', 'NN'), ('digital', 'JJ'), ('world', 'NN'), ('.', '.')]",student interest passion exploration secure system hacking practice contribute safer world  Max Computer Engineering Cybersecurity Network Security Ethical Hacking ,  aspiring aiming   ,keen drive ethical digital,"max computer engineering student keen interest cybersecurity . passion network security drives exploration secure systems practices , contribute safer digital world .","['practices', 'max', 'safer', 'network', 'keen', 'secure', 'drives']",practices,max,safer,network,keen,secure,drives
13.0,Ava,"Ava delves into the world of language and culture through her studies in Linguistics and Translation Studies. With a fascination for Multilingualism and Cross-Cultural Communication, she aims to bridge linguistic gaps and foster understanding across diverse communities.",Cross-culture,"Ava delf into the world of language and culture through her study in Linguistics and Translation Studies . With a fascination for Multilingualism and Cross-Cultural Communication , she aim to bridge linguistic gap and foster understanding across diverse community .","Ava delf world language culture study Linguistics Translation Studies . fascination Multilingualism Cross-Cultural Communication , aim bridge linguistic gap foster understanding across diverse community .","['Ava', 'delf', 'world', 'language', 'culture', 'study', 'Linguistics', 'Translation', 'Studies', '.', 'fascination', 'Multilingualism', 'Cross-Cultural', 'Communication', ',', 'aim', 'bridge', 'linguistic', 'gap', 'foster', 'understanding', 'across', 'diverse', 'community', '.']","[('Ava', 'NNP'), ('delf', 'PRP'), ('world', 'NN'), ('language', 'NN'), ('culture', 'NN'), ('study', 'NN'), ('Linguistics', 'NNP'), ('Translation', 'NNP'), ('Studies', 'NNP'), ('.', '.'), ('fascination', 'NN'), ('Multilingualism', 'NNP'), ('Cross-Cultural', 'NNP'), ('Communication', 'NNP'), (',', ','), ('aim', 'NN'), ('bridge', 'NN'), ('linguistic', 'JJ'), ('gap', 'NN'), ('foster', 'NN'), ('understanding', 'VBG'), ('across', 'IN'), ('diverse', 'JJ'), ('community', 'NN'), ('.', '.')]",world language culture study fascination aim bridge gap foster community  Ava Linguistics Translation Studies Multilingualism Cross-Cultural Communication ,  understanding   ,linguistic diverse,"ava delves world language culture studies linguistics translation studies . fascination multilingualism communication , aims bridge gaps foster across diverse communities .","['studies', 'aims', 'gaps', 'foster', 'multilingualism', 'communication', 'bridge']",studies,aims,gaps,foster,multilingualism,communication,bridge
14.0,Noah,"Noah's academic focus on Economics and Finance reflects his interest in the intricacies of financial markets. Engaged in Stock Market Analysis and Financial Planning, he navigates the complexities of economic trends and financial decision-making with precision.",Finance,"Noah 's academic focus on Economics and Finance reflects his interest in the intricacy of financial market . Engaged in Stock Market Analysis and Financial Planning , he navigates the complexity of economic trend and financial decision-making with precision .","Noah 's academic focus Economics Finance reflects interest intricacy financial market . Engaged Stock Market Analysis Financial Planning , navigates complexity economic trend financial decision-making precision .","['Noah', ""'s"", 'academic', 'focus', 'Economics', 'Finance', 'reflects', 'interest', 'intricacy', 'financial', 'market', '.', 'Engaged', 'Stock', 'Market', 'Analysis', 'Financial', 'Planning', ',', 'navigates', 'complexity', 'economic', 'trend', 'financial', 'decision-making', 'precision', '.']","[('Noah', 'NNP'), (""'s"", 'POS'), ('academic', 'JJ'), ('focus', 'NN'), ('Economics', 'NNP'), ('Finance', 'NNP'), ('reflects', 'VBZ'), ('interest', 'NN'), ('intricacy', 'NN'), ('financial', 'JJ'), ('market', 'NN'), ('.', '.'), ('Engaged', 'JJ'), ('Stock', 'NNP'), ('Market', 'NNP'), ('Analysis', 'NNP'), ('Financial', 'NNP'), ('Planning', 'NNP'), (',', ','), ('navigates', 'VBZ'), ('complexity', 'JJ'), ('economic', 'JJ'), ('trend', 'NN'), ('financial', 'JJ'), ('decision-making', 'JJ'), ('precision', 'NN'), ('.', '.')]",focus interest intricacy market trend precision  Noah Economics Finance Stock Market Analysis Financial Planning ,     reflects navigates,academic financial Engaged complexity economic financial decision-making,"noah 's focus economics finance interest intricacies markets . stock market analysis planning , navigates complexities trends decision-making precision .","['analysis', 'stock', 'noah', 'planning', 'precision', 'intricacies', 'finance']",analysis,stock,noah,planning,precision,intricacies,finance
15.0,Zoe,"Zoe immerses herself in Political Science and International Relations, driven by a passion for diplomacy and global governance. Her interests in Diplomacy and Global Affairs fuel her aspirations to contribute to international cooperation and peace-building efforts.",Politics,"Zoe immerses herself in Political Science and International Relations , driven by a passion for diplomacy and global governance . Her interest in Diplomacy and Global Affairs fuel her aspiration to contribute to international cooperation and peace-building effort .","Zoe immerses Political Science International Relations , driven passion diplomacy global governance . interest Diplomacy Global Affairs fuel aspiration contribute international cooperation peace-building effort .","['Zoe', 'immerses', 'Political', 'Science', 'International', 'Relations', ',', 'driven', 'passion', 'diplomacy', 'global', 'governance', '.', 'interest', 'Diplomacy', 'Global', 'Affairs', 'fuel', 'aspiration', 'contribute', 'international', 'cooperation', 'peace-building', 'effort', '.']","[('Zoe', 'JJ'), ('immerses', 'VBZ'), ('Political', 'JJ'), ('Science', 'NNP'), ('International', 'NNP'), ('Relations', 'NNP'), (',', ','), ('driven', 'JJ'), ('passion', 'NN'), ('diplomacy', 'NN'), ('global', 'JJ'), ('governance', 'NN'), ('.', '.'), ('interest', 'NN'), ('Diplomacy', 'NN'), ('Global', 'NNP'), ('Affairs', 'NNP'), ('fuel', 'NN'), ('aspiration', 'NN'), ('contribute', 'VBP'), ('international', 'JJ'), ('cooperation', 'NN'), ('peace-building', 'JJ'), ('effort', 'NN'), ('.', '.')]",passion diplomacy governance interest Diplomacy fuel aspiration cooperation effort  Science International Relations Global Affairs ,    contribute immerses,Zoe Political driven global international peace-building,"zoe immerses science relations , driven passion diplomacy governance . interests diplomacy affairs fuel aspirations contribute cooperation peace-building efforts .","['diplomacy', 'zoe', 'peace', 'governance', 'cooperation', 'driven', 'affairs']",diplomacy,zoe,peace,governance,cooperation,driven,affairs
16.0,Leo,"Leo explores the wonders of the universe through his studies in Physics and Astronomy. With a love for Astrophotography and Cosmology, he captures the beauty of celestial objects while unraveling the mysteries of the cosmos through scientific inquiry.",Cosmology,"Leo explores the wonder of the universe through his study in Physics and Astronomy . With a love for Astrophotography and Cosmology , he capture the beauty of celestial object while unraveling the mystery of the cosmos through scientific inquiry .","Leo explores wonder universe study Physics Astronomy . love Astrophotography Cosmology , capture beauty celestial object unraveling mystery cosmos scientific inquiry .","['Leo', 'explores', 'wonder', 'universe', 'study', 'Physics', 'Astronomy', '.', 'love', 'Astrophotography', 'Cosmology', ',', 'capture', 'beauty', 'celestial', 'object', 'unraveling', 'mystery', 'cosmos', 'scientific', 'inquiry', '.']","[('Leo', 'NNP'), ('explores', 'VBZ'), ('wonder', 'JJR'), ('universe', 'JJ'), ('study', 'NN'), ('Physics', 'NNP'), ('Astronomy', 'NNP'), ('.', '.'), ('love', 'VB'), ('Astrophotography', 'NNP'), ('Cosmology', 'NNP'), (',', ','), ('capture', 'NN'), ('beauty', 'NN'), ('celestial', 'JJ'), ('object', 'NN'), ('unraveling', 'VBG'), ('mystery', 'NN'), ('cosmos', 'NN'), ('scientific', 'JJ'), ('inquiry', 'NN'), ('.', '.')]",study capture beauty object mystery cosmos inquiry  Leo Physics Astronomy Astrophotography Cosmology ,love  unraveling   explores,universe celestial scientific,"leo explores wonders universe studies physics astronomy . love astrophotography cosmology , captures beauty celestial objects mysteries cosmos inquiry .","['cosmology', 'leo', 'astrophotography', 'beauty', 'inquiry', 'cosmos', 'astronomy']",cosmology,leo,astrophotography,beauty,inquiry,cosmos,astronomy
17.0,Harper,"Harper delves into the realms of Psychology and Behavioral Economics, exploring the complexities of human behavior and decision-making processes. With interests in Cognitive Psychology and Behavioral Economics, she seeks to understand how individuals make choices in various contexts.",Economics,"Harper delf into the realm of Psychology and Behavioral Economics , exploring the complexity of human behavior and decision-making process . With interest in Cognitive Psychology and Behavioral Economics , she seek to understand how individual make choice in various context .","Harper delf realm Psychology Behavioral Economics , exploring complexity human behavior decision-making process . interest Cognitive Psychology Behavioral Economics , seek understand individual make choice various context .","['Harper', 'delf', 'realm', 'Psychology', 'Behavioral', 'Economics', ',', 'exploring', 'complexity', 'human', 'behavior', 'decision-making', 'process', '.', 'interest', 'Cognitive', 'Psychology', 'Behavioral', 'Economics', ',', 'seek', 'understand', 'individual', 'make', 'choice', 'various', 'context', '.']","[('Harper', 'NNP'), ('delf', 'PRP'), ('realm', 'VBP'), ('Psychology', 'NNP'), ('Behavioral', 'NNP'), ('Economics', 'NNP'), (',', ','), ('exploring', 'VBG'), ('complexity', 'NN'), ('human', 'JJ'), ('behavior', 'JJ'), ('decision-making', 'JJ'), ('process', 'NN'), ('.', '.'), ('interest', 'NN'), ('Cognitive', 'NNP'), ('Psychology', 'NNP'), ('Behavioral', 'NNP'), ('Economics', 'NNP'), (',', ','), ('seek', 'JJ'), ('understand', 'VBP'), ('individual', 'JJ'), ('make', 'NN'), ('choice', 'NN'), ('various', 'JJ'), ('context', 'NN'), ('.', '.')]",complexity process interest make choice context  Harper Psychology Behavioral Economics Cognitive Psychology Behavioral Economics ,  exploring  realm understand ,human behavior decision-making seek individual various,"harper delves realms psychology economics , complexities human behavior decision-making processes . interests cognitive psychology economics , seeks understand individuals choices contexts .","['psychology', 'economics', 'cognitive', 'individuals', 'choices', 'processes', 'harper']",psychology,economics,cognitive,individuals,choices,processes,harper
18.0,Mason,Mason's pursuits in Mechanical Engineering and Robotics reflect his fascination with automation and biomechanics. His interests in Automation and Robotics drive his exploration of innovative technologies that enhance efficiency and functionality in mechanical systems.,Robotics,Mason 's pursuit in Mechanical Engineering and Robotics reflect his fascination with automation and biomechanics . His interest in Automation and Robotics drive his exploration of innovative technology that enhance efficiency and functionality in mechanical system .,Mason 's pursuit Mechanical Engineering Robotics reflect fascination automation biomechanics . interest Automation Robotics drive exploration innovative technology enhance efficiency functionality mechanical system .,"['Mason', ""'s"", 'pursuit', 'Mechanical', 'Engineering', 'Robotics', 'reflect', 'fascination', 'automation', 'biomechanics', '.', 'interest', 'Automation', 'Robotics', 'drive', 'exploration', 'innovative', 'technology', 'enhance', 'efficiency', 'functionality', 'mechanical', 'system', '.']","[('Mason', 'NNP'), (""'s"", 'POS'), ('pursuit', 'NN'), ('Mechanical', 'NNP'), ('Engineering', 'NNP'), ('Robotics', 'NNP'), ('reflect', 'VBP'), ('fascination', 'NN'), ('automation', 'NN'), ('biomechanics', 'NNS'), ('.', '.'), ('interest', 'NN'), ('Automation', 'NN'), ('Robotics', 'NNP'), ('drive', 'NN'), ('exploration', 'NN'), ('innovative', 'JJ'), ('technology', 'NN'), ('enhance', 'NN'), ('efficiency', 'NN'), ('functionality', 'NN'), ('mechanical', 'JJ'), ('system', 'NN'), ('.', '.')]",pursuit fascination automation interest Automation drive exploration technology enhance efficiency functionality system biomechanics Mason Mechanical Engineering Robotics Robotics ,    reflect ,innovative mechanical,mason 's pursuits engineering robotics reflect fascination automation biomechanics . interests automation robotics drive exploration technologies enhance efficiency functionality systems .,"['automation', 'robotics', 'enhance', 'functionality', 'mason', 'efficiency', 'biomechanics']",automation,robotics,enhance,functionality,mason,efficiency,biomechanics
19.0,Amelia,"Amelia delves into the world of art through her studies in Art History and Fine Arts. With a focus on Contemporary Art Movements and Mixed Media, she expresses her creativity through diverse artistic forms, exploring modern art trends and techniques.",History,"Amelia delf into the world of art through her study in Art History and Fine Arts . With a focus on Contemporary Art Movements and Mixed Media , she express her creativity through diverse artistic form , exploring modern art trend and technique .","Amelia delf world art study Art History Fine Arts . focus Contemporary Art Movements Mixed Media , express creativity diverse artistic form , exploring modern art trend technique .","['Amelia', 'delf', 'world', 'art', 'study', 'Art', 'History', 'Fine', 'Arts', '.', 'focus', 'Contemporary', 'Art', 'Movements', 'Mixed', 'Media', ',', 'express', 'creativity', 'diverse', 'artistic', 'form', ',', 'exploring', 'modern', 'art', 'trend', 'technique', '.']","[('Amelia', 'NNP'), ('delf', 'PRP'), ('world', 'NN'), ('art', 'NN'), ('study', 'VBP'), ('Art', 'NNP'), ('History', 'NNP'), ('Fine', 'NNP'), ('Arts', 'NNP'), ('.', '.'), ('focus', 'NN'), ('Contemporary', 'JJ'), ('Art', 'NN'), ('Movements', 'NNS'), ('Mixed', 'JJ'), ('Media', 'NNP'), (',', ','), ('express', 'JJ'), ('creativity', 'NN'), ('diverse', 'RBR'), ('artistic', 'JJ'), ('form', 'NN'), (',', ','), ('exploring', 'VBG'), ('modern', 'JJ'), ('art', 'NN'), ('trend', 'NN'), ('technique', 'NN'), ('.', '.')]",world art focus Art creativity form art trend technique Movements Amelia Art History Fine Arts Media ,  exploring  study ,Contemporary Mixed express artistic modern,"amelia delves world art studies art history fine arts . focus art movements media , expresses creativity diverse forms , art trends techniques .","['art', 'creativity', 'amelia', 'expresses', 'media', 'movements', 'techniques']",art,creativity,amelia,expresses,media,movements,techniques
20.0,Ethan ,"Ethan's academic journey in Biology and Genetics leads him into the realm of genetic engineering and biotechnology. With interests in Genetic Engineering and Biotechnology, he explores cutting-edge advancements in genetic manipulation for various applications in healthcare and beyond.",Genetic,"Ethan 's academic journey in Biology and Genetics lead him into the realm of genetic engineering and biotechnology . With interest in Genetic Engineering and Biotechnology , he explores cutting-edge advancement in genetic manipulation for various application in healthcare and beyond .","Ethan 's academic journey Biology Genetics lead realm genetic engineering biotechnology . interest Genetic Engineering Biotechnology , explores cutting-edge advancement genetic manipulation various application healthcare beyond .","['Ethan', ""'s"", 'academic', 'journey', 'Biology', 'Genetics', 'lead', 'realm', 'genetic', 'engineering', 'biotechnology', '.', 'interest', 'Genetic', 'Engineering', 'Biotechnology', ',', 'explores', 'cutting-edge', 'advancement', 'genetic', 'manipulation', 'various', 'application', 'healthcare', 'beyond', '.']","[('Ethan', 'NNP'), (""'s"", 'POS'), ('academic', 'JJ'), ('journey', 'NN'), ('Biology', 'NNP'), ('Genetics', 'NNP'), ('lead', 'JJ'), ('realm', 'NN'), ('genetic', 'JJ'), ('engineering', 'NN'), ('biotechnology', 'NN'), ('.', '.'), ('interest', 'NN'), ('Genetic', 'NNP'), ('Engineering', 'NNP'), ('Biotechnology', 'NNP'), (',', ','), ('explores', 'VBZ'), ('cutting-edge', 'JJ'), ('advancement', 'JJ'), ('genetic', 'JJ'), ('manipulation', 'NN'), ('various', 'JJ'), ('application', 'NN'), ('healthcare', 'NN'), ('beyond', 'IN'), ('.', '.')]",journey realm engineering biotechnology interest manipulation application healthcare  Ethan Biology Genetics Genetic Engineering Biotechnology ,     explores,academic lead genetic cutting-edge advancement genetic various,"ethan 's journey biology genetics leads realm engineering biotechnology . interests engineering biotechnology , explores cutting-edge advancements manipulation applications healthcare beyond .","['biotechnology', 'engineering', 'applications', 'advancements', 'manipulation', 'beyond', 'leads']",biotechnology,engineering,applications,advancements,manipulation,beyond,leads
21.0,Sophia,"Sophia is a dedicated student focusing on Sociology and Gender Studies. Her interests lie in Social Justice and Intersectionality, where she explores the complexities of societal structures and advocates for equality across diverse communities.",Sociology,"Sophia is a dedicated student focusing on Sociology and Gender Studies . Her interest lie in Social Justice and Intersectionality , where she explores the complexity of societal structure and advocate for equality across diverse community .","Sophia dedicated student focusing Sociology Gender Studies . interest lie Social Justice Intersectionality , explores complexity societal structure advocate equality across diverse community .","['Sophia', 'dedicated', 'student', 'focusing', 'Sociology', 'Gender', 'Studies', '.', 'interest', 'lie', 'Social', 'Justice', 'Intersectionality', ',', 'explores', 'complexity', 'societal', 'structure', 'advocate', 'equality', 'across', 'diverse', 'community', '.']","[('Sophia', 'NNP'), ('dedicated', 'VBD'), ('student', 'NN'), ('focusing', 'VBG'), ('Sociology', 'NNP'), ('Gender', 'NNP'), ('Studies', 'NNPS'), ('.', '.'), ('interest', 'NN'), ('lie', 'NN'), ('Social', 'NNP'), ('Justice', 'NNP'), ('Intersectionality', 'NNP'), (',', ','), ('explores', 'VBZ'), ('complexity', 'JJ'), ('societal', 'JJ'), ('structure', 'NN'), ('advocate', 'NN'), ('equality', 'NN'), ('across', 'IN'), ('diverse', 'JJ'), ('community', 'NN'), ('.', '.')]",student interest lie structure advocate equality community  Sophia Sociology Gender Social Justice Intersectionality Studies, dedicated focusing   explores,complexity societal diverse,"sophia student sociology gender studies . interests lie justice intersectionality , explores complexities societal structures advocates equality across diverse communities .","['structures', 'intersectionality', 'advocates', 'gender', 'equality', 'societal', 'sociology']",structures,intersectionality,advocates,gender,equality,societal,sociology
22.0,Oliver,Oliver is an aspiring tech enthusiast studying Computer Science and Software Engineering. His interests in App Development and Cybersecurity drive his passion for creating innovative software solutions and ensuring digital security.,Software,Oliver is an aspiring tech enthusiast studying Computer Science and Software Engineering . His interest in App Development and Cybersecurity drive his passion for creating innovative software solution and ensuring digital security .,Oliver aspiring tech enthusiast studying Computer Science Software Engineering . interest App Development Cybersecurity drive passion creating innovative software solution ensuring digital security .,"['Oliver', 'aspiring', 'tech', 'enthusiast', 'studying', 'Computer', 'Science', 'Software', 'Engineering', '.', 'interest', 'App', 'Development', 'Cybersecurity', 'drive', 'passion', 'creating', 'innovative', 'software', 'solution', 'ensuring', 'digital', 'security', '.']","[('Oliver', 'IN'), ('aspiring', 'VBG'), ('tech', 'NN'), ('enthusiast', 'NN'), ('studying', 'VBG'), ('Computer', 'NNP'), ('Science', 'NNP'), ('Software', 'NNP'), ('Engineering', 'NNP'), ('.', '.'), ('interest', 'NN'), ('App', 'NNP'), ('Development', 'NNP'), ('Cybersecurity', 'NNP'), ('drive', 'VBP'), ('passion', 'NN'), ('creating', 'VBG'), ('innovative', 'JJ'), ('software', 'NN'), ('solution', 'NN'), ('ensuring', 'VBG'), ('digital', 'JJ'), ('security', 'NN'), ('.', '.')]",tech enthusiast interest passion software solution security  Computer Science Software Engineering App Development Cybersecurity ,  aspiring studying creating ensuring  drive ,innovative digital,oliver tech enthusiast computer science software engineering . interests app development cybersecurity drive passion software solutions digital security .,"['software', 'oliver', 'app', 'development', 'cybersecurity', 'security', 'solutions']",software,oliver,app,development,cybersecurity,security,solutions
23.0,Isabella,"Isabella delves into the world of Environmental Science and Marine Biology. With a focus on Marine Conservation and Oceanography, she is committed to protecting marine ecosystems and studying the intricate dynamics of ocean life.",Marine,"Isabella delf into the world of Environmental Science and Marine Biology . With a focus on Marine Conservation and Oceanography , she is committed to protecting marine ecosystem and studying the intricate dynamic of ocean life .","Isabella delf world Environmental Science Marine Biology . focus Marine Conservation Oceanography , committed protecting marine ecosystem studying intricate dynamic ocean life .","['Isabella', 'delf', 'world', 'Environmental', 'Science', 'Marine', 'Biology', '.', 'focus', 'Marine', 'Conservation', 'Oceanography', ',', 'committed', 'protecting', 'marine', 'ecosystem', 'studying', 'intricate', 'dynamic', 'ocean', 'life', '.']","[('Isabella', 'NNP'), ('delf', 'PRP'), ('world', 'NN'), ('Environmental', 'NNP'), ('Science', 'NNP'), ('Marine', 'NNP'), ('Biology', 'NNP'), ('.', '.'), ('focus', 'VB'), ('Marine', 'NNP'), ('Conservation', 'NNP'), ('Oceanography', 'NNP'), (',', ','), ('committed', 'VBD'), ('protecting', 'VBG'), ('marine', 'NN'), ('ecosystem', 'NN'), ('studying', 'VBG'), ('intricate', 'JJ'), ('dynamic', 'JJ'), ('ocean', 'JJ'), ('life', 'NN'), ('.', '.')]",world marine ecosystem life  Isabella Environmental Science Marine Biology Marine Conservation Oceanography ,focus committed protecting studying   ,intricate dynamic ocean,"isabella delves world science marine biology . focus marine conservation oceanography , marine ecosystems intricate dynamics ocean life .","['marine', 'isabella', 'oceanography', 'ocean', 'intricate', 'ecosystems', 'conservation']",marine,isabella,oceanography,ocean,intricate,ecosystems,conservation
24.0,William,"William is a history enthusiast exploring the realms of History and Archaeology. His interests in Ancient Civilizations and Historical Preservation drive his research into the past, uncovering the stories and artifacts that shape our understanding of ancient cultures.",Archaelogy,"William is a history enthusiast exploring the realm of History and Archaeology . His interest in Ancient Civilizations and Historical Preservation drive his research into the past , uncovering the story and artifact that shape our understanding of ancient culture .","William history enthusiast exploring realm History Archaeology . interest Ancient Civilizations Historical Preservation drive research past , uncovering story artifact shape understanding ancient culture .","['William', 'history', 'enthusiast', 'exploring', 'realm', 'History', 'Archaeology', '.', 'interest', 'Ancient', 'Civilizations', 'Historical', 'Preservation', 'drive', 'research', 'past', ',', 'uncovering', 'story', 'artifact', 'shape', 'understanding', 'ancient', 'culture', '.']","[('William', 'NNP'), ('history', 'NN'), ('enthusiast', 'NN'), ('exploring', 'VBG'), ('realm', 'JJ'), ('History', 'NNP'), ('Archaeology', 'NNP'), ('.', '.'), ('interest', 'NN'), ('Ancient', 'JJ'), ('Civilizations', 'NNP'), ('Historical', 'NNP'), ('Preservation', 'NNP'), ('drive', 'NN'), ('research', 'NN'), ('past', 'NN'), (',', ','), ('uncovering', 'VBG'), ('story', 'NN'), ('artifact', 'JJ'), ('shape', 'NN'), ('understanding', 'VBG'), ('ancient', 'JJ'), ('culture', 'NN'), ('.', '.')]",history enthusiast interest drive research past story shape culture  William History Archaeology Civilizations Historical Preservation ,  exploring uncovering understanding   ,realm Ancient artifact ancient,"william history enthusiast realms history archaeology . interests ancient civilizations preservation drive research past , stories artifacts shape ancient cultures .","['ancient', 'history', 'preservation', 'stories', 'artifacts', 'archaeology', 'shape']",ancient,history,preservation,stories,artifacts,archaeology,shape
25.0,Grace,"Grace focuses on Public Health and Epidemiology, with a passion for Disease Prevention and Global Health initiatives. Her dedication to promoting health and well-being drives her research into preventing diseases and improving healthcare systems worldwide.",Epidemilogy,"Grace focus on Public Health and Epidemiology , with a passion for Disease Prevention and Global Health initiative . Her dedication to promoting health and well-being drive her research into preventing disease and improving healthcare system worldwide .","Grace focus Public Health Epidemiology , passion Disease Prevention Global Health initiative . dedication promoting health well-being drive research preventing disease improving healthcare system worldwide .","['Grace', 'focus', 'Public', 'Health', 'Epidemiology', ',', 'passion', 'Disease', 'Prevention', 'Global', 'Health', 'initiative', '.', 'dedication', 'promoting', 'health', 'well-being', 'drive', 'research', 'preventing', 'disease', 'improving', 'healthcare', 'system', 'worldwide', '.']","[('Grace', 'NNP'), ('focus', 'VBZ'), ('Public', 'NNP'), ('Health', 'NNP'), ('Epidemiology', 'NNP'), (',', ','), ('passion', 'NN'), ('Disease', 'NNP'), ('Prevention', 'NNP'), ('Global', 'NNP'), ('Health', 'NNP'), ('initiative', 'NN'), ('.', '.'), ('dedication', 'NN'), ('promoting', 'VBG'), ('health', 'NN'), ('well-being', 'JJ'), ('drive', 'NN'), ('research', 'NN'), ('preventing', 'VBG'), ('disease', 'NN'), ('improving', 'VBG'), ('healthcare', 'NN'), ('system', 'NN'), ('worldwide', 'NN'), ('.', '.')]",passion initiative dedication health drive research disease healthcare system worldwide  Grace Public Health Epidemiology Disease Prevention Global Health ,  promoting preventing improving   focus,well-being,"grace focuses public health epidemiology , passion disease prevention health initiatives . dedication health well-being drives research diseases healthcare systems worldwide .","['health', 'disease', 'epidemiology', 'initiatives', 'diseases', 'prevention', 'worldwide']",health,disease,epidemiology,initiatives,diseases,prevention,worldwide
